CAGR,AnnualVol,Sharpe,MaxDrawdown,w_Commodities,w_Sweden,w_Europe_Dev,w_Gold,w_Bonds_Corporate,w_USA_EqWeight,w_Bonds_Short_1-3Y,w_USA_SP500,w_Bonds_Long_20Y,w_REITs,w_Bonds_TIPS,w_Emerging,w_Cash,Return
0.06935019940643516,0.12911511679393203,0.5875863668584856,-0.2639773696763087,0.030118961416196136,0.1931981593726961,0.08451248568977598,0.05859525107223346,0.010887006889674963,0.010885172637154645,0.0038406224531619387,0.1290865202646131,0.05898930806221897,0.07902513274234858,0.0013349587762094114,0.22486828886857066,0.11465813175514585,0.06935019940643516
0.061089835661619185,0.0782757663870907,0.8003546733871213,-0.1856580386985538,0.03560541717714211,0.029935607703442488,0.030223872005399128,0.05411255760131374,0.11097291172871136,0.08436207436748963,0.051348297755547084,0.1411716662493693,0.022410726421904573,0.05154110496171881,0.06806360692656326,0.09083576734347584,0.2294163897579228,0.061089835661619185
0.06541568558718214,0.09404649911464752,0.7218994009362428,-0.2534597627967786,0.01754536143522956,0.05687571983585773,0.07069829067807025,0.0037467021576659226,0.07367810352928611,0.014727321900375139,0.0052985180183953645,0.23424349646248038,0.26551147649885004,0.13015755244251254,0.028616931046784942,0.008095980242371294,0.0908045457521207,0.06541568558718214
0.044582781121608184,0.09030910958655876,0.5311185763894989,-0.20622607063630327,0.04714942625561697,0.010578693381003822,0.05555829752716346,0.002844268117137229,0.19510489323880492,0.024339743587216443,0.08829020199820863,0.03036163599205774,0.059668081288529434,0.0643101827782085,0.01661257943158816,0.28389321161503367,0.12128878478943105,0.044582781121608184
0.05026824854884482,0.10136580031631996,0.5373703222941656,-0.2515268126105592,0.22240380460711934,0.17856339143536795,0.0722335640913347,0.20213370503681835,0.007346250609986921,0.017294956515245607,0.0036694968920322874,0.031201457155260147,0.03901888239651045,0.025098708433329363,0.13990416150701654,0.034982980507162156,0.02614864081281611,0.05026824854884482
0.04736970921004047,0.08774786701650153,0.5731103057657545,-0.22989922853871858,0.054154172300455404,0.01051360429339853,0.11216149462228887,0.005362478994353727,0.29998719680184527,0.1024022162552912,0.015333814442623979,0.00038327160320305936,0.11696591610951561,0.0849332331263892,0.09037123467611147,0.10210672083381794,0.005324645940705825,0.04736970921004047
0.05022940241395912,0.08427854349214646,0.625914248926573,-0.21097267760479244,0.04422731321889729,0.012270079205483607,0.19812744313179564,0.09727391616268291,0.04003527673355947,0.006542847619038744,0.0371129328499964,0.03918792082160671,0.13031040056067975,0.10111865401026061,0.21742899770559493,0.06367345037387932,0.012690767606524414,0.05022940241395912
0.05284795135679787,0.09172254008439462,0.6107984398528757,-0.20341936747189926,0.13537705540447384,0.1550222360328064,0.0892907779502748,0.15973635060438995,0.0737849249975378,0.08016446342219401,0.06045444752464786,0.002790476593389366,0.012373168870929329,0.0034608890936838983,0.10964861008130944,0.04090127102712918,0.07699532839723422,0.05284795135679787
0.03788640983074454,0.07969828560305686,0.5073971924315717,-0.17619388883801124,0.16477392201016405,0.01984116423110205,0.036554971227557014,0.09747973052943067,0.01797746371716643,0.005542891366407575,0.02367472213519433,0.012165225754600353,0.1837117838849616,0.1142346939633174,0.06943773023799567,0.14195684934851177,0.11264885159359128,0.03788640983074454
0.0569564243412346,0.09070282280111878,0.6584099108760539,-0.2210781246972301,0.016087095609149078,0.17379222619805584,0.06038440381093713,0.12833719135688038,0.17639654206331334,0.029816757907500872,0.009083149230504375,0.020153073042318004,0.04339775631450066,0.13273739549890298,0.15357825556510987,0.0005434993709927054,0.05569265403183493,0.0569564243412346
0.0512826232290744,0.08104035163385931,0.6588462239589398,-0.20482353357919114,0.03648134621351817,0.016959791036114304,0.008621474332165799,0.027813661953043294,0.1933290223372993,0.026360225681424574,0.04939052515199474,0.08197985283004824,0.030519067920026427,0.24091154247936314,0.22161401185038376,0.019586061565577424,0.046433416649041014,0.0512826232290744
0.068517217017255,0.12173747744820365,0.6093746656963186,-0.24504397813908685,0.033258855590045044,0.031151359878411347,0.0034923451839072714,0.0873904108789303,0.06490636083322329,0.004910916725481071,0.030350041559609825,0.22197267418769503,0.02544708978803266,0.014544828902662916,0.062467444098668695,0.3943554094067292,0.02575226296660323,0.068517217017255
0.06708426920390287,0.11042456720241166,0.6460855230468907,-0.26024228925783355,0.1127954989993459,0.1450346084779281,0.027444759056889846,0.13177021499547367,0.04637858187249326,0.10119877365392917,0.10153600851976897,0.07761934564598086,0.009571533185507172,0.18243474019844738,0.03912501821667458,0.020880157699401786,0.004210759478159224,0.06708426920390287
0.07429181969903853,0.12789230490821002,0.6266712128066029,-0.30090084078142354,0.09555472163742257,0.12100737369215012,0.0017882942903710336,0.07672258626144789,0.02745732024341829,0.11077306469857781,0.020484594453349415,0.12553620745155755,0.052275051986334455,0.295111051887088,0.01581688164687139,0.04459603567444567,0.012876816076966021,0.07429181969903853
0.04927762964878979,0.09601866188888156,0.5514614711022479,-0.23205819313365572,0.16473885708139072,0.13366266345815125,0.019003283762159345,0.06871657279675832,0.10825616863439917,0.05160497051229528,0.04804716933922414,0.017636910286174166,0.006225099554369316,0.14492405518588342,0.14694021877664318,0.06386950347796602,0.026374527134585546,0.04927762964878979
0.05859867758169912,0.09409046757697018,0.6543677963416655,-0.24729560590594124,0.032032315973597375,0.09652665642304595,0.16957657458346315,0.1626443080705871,0.11286442597870326,0.0766052642893948,0.006553975302952891,0.013146037506543284,0.17063046585487465,0.06953489893839213,0.0006889857510408113,0.007978624153304437,0.08121746717410011,0.05859867758169912
0.051422724723269475,0.08298157591238833,0.6487774384566075,-0.18672841477830904,0.00047170842301265837,0.016296969752418792,0.07396630845264829,0.10944062003093967,0.0981115012440354,0.023606616893537172,0.11577123124051542,0.02517517647635798,0.03659142880937426,0.12757131675848396,0.09749168961836595,0.17587204424842226,0.09963338805188826,0.051422724723269475
0.08104420952505387,0.1155846024686365,0.7352711296875049,-0.2722786489543009,0.06392800423501271,0.00748504644218943,0.03488582618037307,0.023451219306355037,0.02128539612177381,0.27489946599176457,0.03800376457926114,0.16940447786570453,0.07589789777875358,0.12053029439989096,0.05315145412978451,0.06545851191551312,0.05161864105362355,0.08104420952505387
0.0607592034526836,0.09170155342966017,0.691945083289997,-0.22096536867916872,0.014366487523339837,0.08477510220496765,0.021798086837090603,0.0016281220852037617,0.0685846111432531,0.012892811518849877,0.18658506718391268,0.20354848105336873,0.16293534551681457,0.030575463547434706,0.0010302760618837092,0.17431223954754582,0.03696790577633493,0.0607592034526836
0.057759919986901886,0.12565975289893672,0.5125067147235773,-0.29230974281317257,0.19278252936202758,0.18784474659411413,0.10869035291420474,0.019770966214961883,0.027566287476427396,0.10797267855056199,0.0216059241222281,0.01052777648281869,0.04612806911380757,0.15596176235326106,0.06750397980162579,0.04784994731078861,0.0057949797031723324,0.057759919986901886
0.0601261489554763,0.10143940651299975,0.6299202902181548,-0.2180605487183105,0.0517887735753523,0.25014988919982006,0.008188308623716025,0.03963356691230359,0.11386157176992946,0.07324711176951264,0.0647853956281823,0.06577356258617108,0.02417051821448064,0.018857239262042372,0.08992208599539939,0.09013659648469313,0.10948537997839689,0.0601261489554763
0.06340774248405157,0.09951638747425097,0.6708492930391081,-0.23209624008548124,0.18248591906361838,0.05345499437006252,0.05196883598833898,0.11950785903920037,0.0783595268663768,0.09036529709178338,0.11858741391493616,0.16477248759728041,0.03079102498681901,0.03515453308553672,0.007367471087570345,0.06445221034221951,0.002732426566257151,0.06340774248405157
0.04637834775592942,0.06565302461427355,0.7263962400239848,-0.1494004306164075,0.07417514013435692,0.09260479904992537,0.03996732180379004,0.10578452464422419,0.003666699800749004,0.00450579969069278,0.20471346599200654,0.05286488898442192,0.016085982943857692,0.08743875818851936,0.17397084766932663,0.028779304196858604,0.11544246690127077,0.04637834775592942
0.0571668685951634,0.07826051986774388,0.7523470374531009,-0.18946767125720343,0.00783332411126721,0.004659469798381173,0.06654946642773521,0.06830573188274004,0.08908316320064763,0.11370618538414307,0.3269531718912331,0.06377321056021762,0.03424633551443386,0.13923100867913396,0.027733867973433683,0.05075080513440582,0.007174259442227632,0.0571668685951634
0.05919807355143769,0.10008791623866549,0.6278344303016931,-0.234245893240144,0.0018285891192071665,0.23410540411402703,0.1287372266911023,0.08478968194229149,0.03744823763855296,0.013552369847410806,0.012114871381976526,0.02050987718045692,0.05674214756784138,0.08929083375346858,0.07686702477677183,0.02338734401347455,0.2206263919734185,0.05919807355143769
0.045208590962928064,0.09753614979369397,0.5059046805129384,-0.22234908435414047,0.14622609325016972,0.08826202362136826,0.10331033750419283,0.05941112592507786,0.031086159535513847,0.048051314995258936,0.15487116923255748,0.0015832486937690465,0.013473635723656936,0.0051428956268567754,0.004540862010753348,0.2112227609054861,0.132818372975339,0.045208590962928064
0.05787239877192829,0.08528177620500717,0.7054907115671283,-0.18723183310649294,0.08576993480538928,0.013738052000294808,0.09027114577022827,0.0855918975701046,0.025378623350649866,0.07591103120200143,0.06782987437932825,0.1276602168301237,0.1345177199082854,0.006186354718565794,0.06263223454309608,0.1311832415415649,0.09332967338036757,0.05787239877192829
0.05873677133011568,0.09051231209236865,0.6786626165248397,-0.20792192951057764,0.164494567180254,0.09108484217186565,0.015069842589025571,0.006200899666711878,0.08713796985013811,0.0022766722764561557,0.07467839198693745,0.23871190012292937,0.0725969543105135,0.04162892702833109,0.08734412389794416,0.05193703147424715,0.06683787744464605,0.05873677133011568
0.04925694857202467,0.10456030956834518,0.5151302696695491,-0.2484260489780611,0.21972487657280476,0.037774845945782086,0.25154134098284936,0.18252111667279838,0.016869303795766413,0.005565197166198353,0.008223855918007495,0.0014237261508119273,0.007680349687784819,0.08894470774844236,0.005717361953740748,0.02974105331915107,0.14427226408586225,0.04925694857202467
0.057479311237081276,0.08385244308020598,0.711450520981973,-0.20715212957400497,0.0018163653103474785,0.1299410694505966,0.025539068363896633,0.009700094473878948,0.09203744854967359,0.07647440563712314,0.16194443205520545,0.10246171709873021,0.12550296610606743,0.025558383333060004,0.015067591411136914,0.10712568911077959,0.12683076909950403,0.057479311237081276
0.04857405687464822,0.09791574341174011,0.5359000174889432,-0.23383690650361189,0.24917417529306707,0.028469034795763525,0.024892988263470407,0.08014841873742051,0.022297436060432402,0.1428663767649404,0.10459414286825608,0.029981962687908998,0.07436076807667641,0.07515522838080967,0.005823377821016423,0.1245840504641226,0.03765203978611535,0.04857405687464822
